uidA,uidB,ConfidenceA,ConfidenceB,PPI_type
Q9Y296,Q96Q04,90.89,47.36,0
Q9Y296,P52815,90.89,69.52,0
Q00013,O43292,79.17,87.38,0
Q9Y2H0,P36575,50.17,87.12,0
P16220,O95424,62.24,70.3,0
Q9NRC8,Q9HA47,89.13,84.11,0
O14907,P82932,91.87,92.6,0
Q9NWY4,Q9NZM5,91.53,79.39,0
Q8NCG7,P30086,73.66,97.32,0
O60234,Q96P48,94.45,75.35,0
Q8IYI8,Q8WWI1,62.35,50.92,0
Q9UQ53,P26358,84.34,77.77,0
Q9GZS3,Q16864,96.54,87.49,0
P07900,O95084,85.47,82.05,0
Q9Y233,P51397,84.51,70.37,0
Q96MW5,Q96RU7,80.25,78.02,0
Q9P0T7,O94864,73.22,65.82,0
Q8WVB3,P30281,93.51,87.72,0
Q969X0,Q8TF21,77.5,69.95,0
Q96DI7,O00165,85.44,59.87,0
Q8IZ48,Q9H4K1,54.8,86.75,0
Q9NRR5,Q16787,62.56,,0
P02787,Q14807,93.39,74.12,0
Q9NP59,Q92995,80.51,77.75,0
P14222,O95149,91.08,83.34,0
P52815,O43237,69.52,63.18,0
Q9UPT6,Q8TBE7,63,76.92,0
Q96LX7,O60502,69.37,76.46,0
Q96E40,O43261,80.91,62.96,0
P21246,Q9NPI8,75.68,78.42,0
Q9BRR6,O43526,91.47,59.58,0
P49759,Q9BTT6,78.44,85.57,0
Q9Y237,Q9Y6I3,79.93,65.01,0
Q14232,Q96RR1,91.87,78.05,0
P20226,Q06830,78.47,97.19,0
Q13227,P09211,64.13,98.07,0
Q16827,Q9ULX9,77.25,83.52,0
Q9Y233,Q9Y6M9,84.51,96.13,0
Q8NEY8,Q9NPA5,56.89,,0
P22392,O15527,97.65,92.43,0
P42356,P48304,80.11,89.51,0
P10451,P08133,53.14,94.61,0
P63244,P56134,92.07,74.17,0
P21741,Q99732,73.11,71.57,0
Q9BPY3,O14543,85.35,71.37,0
P60520,Q96HL8,94.86,72.94,0
P14222,Q96CQ1,91.08,87.1,0
Q92879,Q92956,68.13,79.55,0
Q9NRN5,Q9NVX7,87.26,79.91,0
Q9UBS5,Q9NTK5,84.33,88.96,0
Q92527,P23921,85,92.33,0
P02771,Q53FA7,88.99,96.97,0
O15230,O75381,,,0
O14775,Q9H169,93.82,84.41,0
P32969,O14579,94.08,89.92,0
Q16827,P20264,77.25,57.84,0
Q8WY91,Q9NS87,68.62,72.02,0
Q9BWH2,O95425,66.74,53.87,0
O43149,Q9NPA5,,,0
O75558,P00742,79.88,79.85,0
Q9UFN0,P17480,90.3,78.46,0
O15228,P28328,88.93,81.08,0
Q96AD5,Q9BYD2,72.27,82.8,0
Q9NZ72,P69905,85.99,98.03,0
Q9BV40,Q04637,90.46,56.85,0
O60260,Q13085,79.51,82.76,0
P23396,Q9NPJ4,91.34,66.63,0
Q9Y2W2,Q8NC44,63.65,59.13,0
Q02543,P28072,96.26,89.98,0
Q15406,Q16637,78.39,66.6,0
Q07065,P45378,75.38,78.09,0
Q9UHR5,O43390,65.91,69.29,0
Q8IXR5,Q9H5I1,66.11,89.82,0
Q9HB58,Q9H0I3,58.86,82.52,0
Q13561,Q96KB5,76.83,84.91,0
Q9BUB7,Q16643,73.04,63.04,0
Q15262,P35637,83.41,53.98,0
O43768,O60443,68.6,76.63,0
Q9UI14,Q99584,81.99,80.85,0
Q9NYY3,Q06609,77.46,91.59,0
Q96GD3,P63272,71.87,96.61,0
Q8TC92,P62306,75.47,90.06,0
P30281,Q8IZL8,87.72,63.67,0
Q15434,O15525,63.68,81.46,0
P30153,O60512,95.15,88.72,0
Q96PU5,Q9H773,70.31,85.41,0
O95568,Q9UBW8,76.3,84.97,0
P14222,O75607,91.08,80.18,0
Q08117,Q6IAN0,75.62,92.85,0
P60002,Q9BW27,86.4,84.5,0
P14678,Q9NVJ2,71.45,91.32,0
Q9UM54,Q9C086,79.36,66.55,0
Q9H8M9,O60282,64.38,79.61,0
Q5JTY5,Q9Y230,75.39,84.33,0
P49368,Q92692,89.09,75.45,0
Q15012,Q12972,73.09,68.34,0
P05023,Q9P1Z2,88.7,77.06,0
Q92734,O95907,60.73,77.96,0
P08243,Q9BQ95,94.59,72.92,0
Q9Y2I6,P04350,67.65,92.24,0
Q9NX95,Q8N9T8,55.65,70.85,0
Q9BRR6,Q15269,91.47,86.93,0
P51690,P49593,93.27,87.65,0
Q9GZS3,Q99832,96.54,89.04,0
O95988,Q8IYT8,78.82,60.75,0
Q15181,Q3MHD2,96.01,90.87,0
P21246,Q13011,75.68,88.77,0
Q96DB2,P15927,92.98,80.68,0
Q5T9K6,Q6ICP4,,,0
Q96B86,P46783,79.27,75.14,0
Q13838,Q16643,85.6,63.04,0
Q9H063,Q9UNK0,77.7,77.53,0
Q9UEU0,Q9H9J2,83.78,88.37,0
P61254,P51884,92.33,90.63,0
Q5T9K6,Q9GZM7,,,0
P29762,O14569,95.8,93.63,0
P18858,P29350,76.87,86.41,0
O75069,Q9NTX7,61.42,68.28,0
P03950,Q9H5Q2,90.44,28.05,0
Q9UKI2,P62158,59.37,,0
Q92481,P31942,66.2,62.06,0
P48443,Q53EL9,75.53,70.49,0
P41567,O14579,81.74,89.92,0
Q12889,P02774,70.76,92.82,0
Q9C026,Q15758,83.54,79.59,0
Q7L5N1,Q9UGY1,86.49,74.62,0
P30086,Q06732,97.32,65.49,0
Q9ULJ1,Q9ULX9,81.35,83.52,0
O95159,O43688,74.3,85.85,0
Q99436,P30086,89.77,97.32,0
Q6KC79,P09669,,,0
Q86YP4,Q96RR1,58.08,78.05,0
Q9UK76,P58340,62.17,65.94,0
Q9Y5U8,A0JLT2,91.74,66.4,0
P03950,O14526,90.44,71.84,0
P19793,Q9UQB8,76.51,73.19,0
O75312,Q9UM11,79.87,82.07,0
P18669,P18615,94.12,64.02,0
P18124,Q96L34,94.06,67.69,0
P00918,Q9Y3D7,97.4,89.47,0
Q969R8,P30408,87.06,81.28,0
O43768,Q15011,68.6,63.28,0
P47224,Q96E40,89.04,80.91,0
Q969G6,Q13148,90.85,66.64,0
Q08345,Q92597,77.77,78.6,0
Q9NY33,Q8NG27,95.55,49.93,0
Q16531,Q5MIZ7,91.96,76.58,0
P62937,Q99595,98.02,80.39,0
O94967,Q9BQ04,69.22,64.48,0
Q9NR50,Q9UIM3,74.31,76.49,0
Q13685,O75381,84.32,68.18,0
Q5JTY5,P07108,75.39,97.22,0
Q17R89,Q9Y6Y0,66.23,84.82,0
Q7Z5N2,Q9H5I1,,,0
O95782,P51159,84.21,84.99,0
P52788,Q9Y5V3,95.18,51.72,0
Q9UI12,P09466,88.04,87.19,0
P63208,Q9UEU0,90.26,83.78,0
P18669,Q9P298,94.12,67.62,0
Q07065,Q13424,75.38,80.25,0
Q92993,Q13885,77.05,92.11,0
Q08345,Q03013,77.77,98.25,0
Q8IUF1,Q9UK41,75.29,92.16,0
O14949,P30519,94.27,81.24,0
Q9P2W9,P22087,73.26,78.86,0
O76003,P17024,88.49,73.03,0
P26641,Q07666,86.44,65.65,0
O14640,Q53FA7,60.61,96.97,0
Q6I9Y2,P49759,87.97,78.44,0
O75955,Q15397,82.02,85.37,0
Q14257,Q9NRL3,78.27,69.49,0
Q9BV94,Q149N8,85.74,71.34,0
Q14524,P52565,68.14,90.97,0
P42695,Q9GZN7,73.24,89.59,0
Q9BSI4,Q16594,61,67.98,0
Q96JB3,Q9NP72,51.37,85.64,0
Q96GQ7,P56192,70.71,90.47,0
Q99750,Q6EER8,50.71,,0
P23396,P58340,91.34,65.94,0
P29074,Q14061,77.3,72.38,0
P32969,Q9NRL3,94.08,69.49,0
P27694,Q9Y6N8,85.41,77.86,0
P30281,O95760,87.72,66.9,0
Q9NQ29,Q15390,67.44,65.74,0
Q6I9Y2,P40306,87.97,90.75,0
Q86XS8,Q9BW71,75.47,59.91,0
Q15605,Q9NUL3,,,0
O14798,Q6IAV4,72.46,71.81,0
Q9UPT5,P09669,83.7,94.87,0
Q8IYL3,Q9UHX1,61.44,68.4,0
Q9H3H1,Q15907,85.67,86.09,0
O75665,Q9HC52,68.35,63.81,0
Q13332,P08238,82.18,84.45,0
Q7L2H7,Q6YP21,54.99,91.88,0
Q8NI35,Q9P2R6,60.62,54.56,0
Q5T9K6,Q9H9J2,,,0
P84090,Q8N2I9,95.9,78.54,0
P17174,Q969H8,96.44,88.7,0
P04637,P32942,75.13,87.07,0
Q13526,P13686,92.66,94.94,0
Q6T4P5,Q96QD8,59.49,79.2,0
Q13148,Q8IW50,66.64,64.04,0
O75674,Q32NB8,67.89,85.25,0
O75069,P05026,61.42,89.41,0
Q99963,Q8IXK0,88.79,50.77,0
P08631,P30084,84.2,91.3,0
P52797,O95994,74.13,87.42,0
Q96AD5,Q9H6J7,72.27,80.72,0
Q86UP0,Q9BTT6,76.25,85.57,0
Q8IWR0,P63220,70.82,95.04,0
P14923,Q9UGL9,81.11,52.33,0
Q6PGQ7,P10916,50.73,83.36,0
P08670,P09669,78.28,94.87,0
Q96ER3,Q9UNK0,85.53,77.53,0
Q9UPY8,Q9H5F2,80.12,67.09,0
Q15102,Q99547,95.14,74.7,0
P62316,P49770,90.87,86.74,0
O94967,P11230,69.22,79.71,0
Q15645,P51671,86.98,87.98,0
Q9UHF5,Q9UK41,79.12,92.16,0
Q96S21,O43657,74.54,88.44,0
P22670,Q9Y383,60.89,65.26,0
O75439,Q9NX58,87.39,69.96,0
Q01101,Q6IBM8,59.15,89.7,0
P30086,Q96JB5,97.32,83.52,0
Q99616,Q08752,85.95,96.55,0
O60512,P15882,88.72,86.92,0
P14222,Q96DW6,91.08,83.47,0
Q53H47,P14091,83.38,87.36,0
P84090,Q96I34,95.9,73.71,0
O43570,Q9H6R7,88.39,68.42,0
Q9H0H5,P47914,69.86,82.66,0
P19367,Q6IBE6,94.59,88.34,0
Q9NRN5,Q69YU3,87.26,57.74,0
Q13432,Q96C92,79.85,65.59,0
Q9ULH0,Q75KN0,61.54,70.47,0
O95359,P78417,,,0
Q99873,Q969W0,89.03,93.82,0
Q9UHF5,P55209,79.12,79.35,0
P00797,P16284,85.61,80.6,0
Q5BIV9,Q8N6T7,54.66,87.96,0
P60520,Q9Y6G3,94.86,74.57,0
P62701,P30408,95.79,81.28,0
Q9HBL7,Q9Y2M5,89.77,89.34,0
Q03393,P08238,96.14,84.45,0
Q9H840,P16284,81.92,80.6,0
Q16643,P13385,63.04,68.13,0
P09651,Q14508,69.18,82.05,0
O75348,Q99832,93.16,89.04,0
Q13838,Q9NX09,85.6,71.16,0
O00422,Q9NX18,87.52,84.2,0
Q92734,Q9NQW7,60.73,96.96,0
O60512,Q9H307,88.72,58.36,0
Q8N431,P01270,85.95,72.72,0
Q9UQ90,Q8IWE5,74.43,64.1,0
Q5T0N5,O95084,79.96,82.05,0
Q13148,Q9UK61,66.64,56.25,0
O43237,Q9NVP1,63.18,72.6,0
P05386,Q9BPX5,71.93,89.18,0
Q9H1J1,Q9HCU9,63.59,79.35,0
Q76MU0,Q14761,59.9,58.35,0
Q9H840,Q13232,81.92,92.67,0
Q9UBS5,P23434,84.33,85.31,0
Q9NRS6,Q9H0I3,73.21,82.52,0
P23528,Q9H307,87.54,58.36,0
Q96RN5,P61513,62.5,96.28,0
Q5JU30,Q9Y295,,,0
Q15121,P27635,77.82,94.87,0
P35475,O95169,95.13,88.8,0
Q9P2P6,Q15583,,,0
Q03013,Q9UII2,98.25,80.22,0
Q99873,O76024,89.03,74.1,0
Q96K37,O95696,74.15,73.25,0
O00257,Q9H1I8,54.71,78.05,0
P42356,Q5VUD6,80.11,82.4,0
Q9P2W9,P01040,73.26,93.51,0
P62380,Q9NVE7,95.31,87.69,0
O94967,Q12824,69.22,80.95,0
Q16827,Q9P1Z2,77.25,77.06,0
Q9H910,Q9C0J1,61.1,87.36,0
Q9NQ29,Q9UIM3,67.44,76.49,0
P49703,Q9HD67,89.97,76.86,0
Q96GM8,Q8TDM6,79.16,62.66,0
O14733,Q8TBK6,77.45,64.79,0
Q15527,P22087,71.24,78.86,0
Q9BTW9,Q9NY59,90.55,76.64,0
Q8WVM8,Q53EL9,85.96,70.49,0
P68366,Q6IB77,91.95,95.56,0
O00755,O15182,88.76,89.55,0
Q92540,Q9UK76,59.85,62.17,0
O14640,Q8WUM4,60.61,84.04,0
Q9NXB0,Q9H5F2,74.89,67.09,0
Q13275,Q08116,84.12,81.97,0
Q9UPT5,Q96EP1,83.7,73.21,0
Q66LE6,Q9Y3F4,91.81,89.5,0
Q9P0U0,Q9NX09,52.96,71.16,0
B2RTY4,Q8IWE5,58.99,64.1,0
O15530,Q96SN8,80.12,60.17,0
P07196,Q8NBJ4,72.26,65.13,0
Q9H0A6,Q7Z4K8,78.79,80.68,0
Q9Y3M9,P47914,74.66,82.66,0
O60383,P56282,66.52,92.84,0
O76061,Q96IZ0,73.3,65.88,0
Q9H910,Q8NC60,61.1,74.33,0
Q8NI35,Q96QD9,60.62,57.86,0
Q13158,Q08752,71.55,96.55,0
O95897,P32249,84.16,86.6,0
O60260,O15031,79.51,82.71,0
P11309,Q9BWC9,90.33,73.62,0
Q6IAA8,Q15486,79.48,50.18,0
Q8WVZ9,P51948,81.26,85.32,0
Q99608,P13798,69.43,93.62,0
O95873,P22607,58.5,75.37,0
O75936,Q6IAL2,95.26,55.11,0
Q9UFN0,Q96RL1,90.3,55.87,0
Q13123,Q5MIZ7,68.83,76.58,0
P35914,Q8NDT9,92.21,32.42,0
O15062,P07237,50.87,88.37,0
Q6IAN0,Q99569,92.85,57.88,0
O60512,Q92535,88.72,88.82,0
Q01082,Q9NPA5,77.2,,0
O76061,Q8TCE6,73.3,90.71,0
Q8N2U0,P32942,96.2,87.07,0
Q14790,Q9Y285,81.49,87.66,0
P20962,P35527,61.5,66.2,0
P49321,O95989,58.28,87.98,0
P19256,O75525,83.66,69.78,0
P63208,Q03405,90.26,81.66,0
Q8NI35,O14526,60.62,71.84,0
P00966,Q75KN0,95.64,70.47,0
Q99436,P30084,89.77,91.3,0
Q7Z6J6,P04156,75.96,66.26,0
Q6IA17,P42772,76.02,90.76,0
Q96BY9,P31994,68.47,79.03,0
P0CG47,Q15811,93.71,73.09,0
Q9UM54,Q86YL7,79.36,58.16,0
P61254,Q96JB5,92.33,83.52,0
Q9P2W9,P01033,73.26,90.06,0
P08240,Q8WVR3,75.22,71.31,0
Q13387,P00491,51.72,94.05,0
P63000,P63220,93.7,95.04,0
P14678,P48357,71.45,66.46,0
Q9H7V2,Q12800,53.9,77.96,0
P27449,O95376,88.55,85.91,0
Q13239,Q53FA7,75.08,96.97,0
Q9UEU0,P50238,83.78,82.39,0
O76003,P21695,88.49,96.15,0
Q9BW71,P07737,59.91,95.81,0
Q03013,Q96IZ7,98.25,58.6,0
Q9NRC8,Q9HB65,89.13,63.04,0
Q9HD67,P46459,76.86,85.87,0
Q9P2J2,Q9H8G2,66.99,63.17,0
Q96HD1,Q14558,81.59,89.19,0
Q16623,Q9H5J8,85,63.54,0
Q8IWY9,Q16363,72.48,74.34,0
P21741,P62070,73.11,88.06,0
O94761,Q9UII2,69.03,80.22,0
Q9NR50,Q4ZIN3,74.31,65.49,0
O75400,P50238,67.94,82.39,0
P24394,O75319,55,66.06,0
O60832,P69905,79.35,98.03,0
P26641,Q9UI12,86.44,88.04,0
Q9Y6N7,P09429,59.73,76.09,0
Q9P0T7,P26885,73.22,89.86,0
Q01629,P62820,61.77,85.64,0
Q9BYC9,Q5VU21,91.47,53.83,0
O95873,Q96CQ1,58.5,87.1,0
Q75LP0,P50616,,,0
Q7L5N1,Q15904,86.49,79.61,0
P15927,Q96RN5,80.68,62.5,0
Q99832,Q969T9,89.04,71.63,0
P35998,Q6N063,79.85,94.05,0
Q96EY7,Q9NW68,79.87,62.48,0
Q86YP4,P31942,58.08,62.06,0
Q96CS7,O14530,69.77,84.54,0
Q7L190,P51884,66.23,90.63,0
Q9NWY4,Q16363,91.53,74.34,0
O60884,Q86YL7,83.74,58.16,0
Q13838,Q96SI1,85.6,83.29,0
Q08345,P63000,77.77,93.7,0
Q6P1R3,Q9ULX9,66.31,83.52,0
P31689,Q9H8G2,83.35,63.17,0
P31689,Q9GZW8,83.35,73.85,0
Q96GM8,Q99755,79.16,70.92,0
Q8WUB8,Q9H761,71.34,,0
Q15486,P16403,50.18,65.03,0
Q502X0,P20674,92.85,88.11,0
Q15102,Q12809,95.14,63.81,0
O75525,P62308,69.78,93.42,0
Q9H6R7,P29350,68.42,86.41,0
P0CG47,Q6FIE5,93.71,85.36,0
P84090,O15062,95.9,50.87,0
Q7Z3C6,Q96EY7,75.7,79.87,0
P51690,P17600,93.27,70.34,0
P84090,O00429,95.9,77.23,0
Q9Y2X7,P11230,74.98,79.71,0
O14640,P37198,60.61,60.41,0
P39748,P48643,90.04,89.4,0
O15239,Q86X76,97.27,88.61,0
Q9H0R3,Q9NS87,85.68,72.02,0
Q9BTM9,P29762,94.84,95.8,0
Q6RFH5,Q8IYT8,83.54,60.75,0
P46779,Q6UWE0,92.37,79.21,0
Q9H0R3,P17480,85.68,78.46,0
Q9Y4P8,P63208,77.28,90.26,0
P35475,Q9Y5V3,95.13,51.72,0
Q86VK4,Q9P1Z2,50.42,77.06,0
Q9NY33,P09211,95.55,98.07,0
P38936,O95760,69.96,66.9,0
O60493,Q03013,89.45,98.25,0
Q9NZ72,Q15013,85.99,80.4,0
Q9ULH0,P40926,61.54,93.56,0
P07602,Q9UQN3,73,77.4,0
Q9NQW7,Q13951,96.96,86.83,0
Q9NRH1,P08559,71.08,94.75,0
Q9UI12,P04181,88.04,94.23,0
P19256,Q96NT1,83.66,67,0
Q9H910,P37108,61.1,77.28,0
Q7Z2D9,P22736,74.16,66.85,0
Q9Y478,Q9H095,78.36,72.42,0
Q16891,P56134,75.07,74.17,0
Q8NFP9,Q53FE4,,,0
P68104,Q86YJ6,88.73,95.9,0
Q9UFW8,P21673,76.29,96.5,0
Q9BUL5,O15496,60.42,87.83,0
P14373,Q9NTX7,89.28,68.28,0
O14907,P50591,91.87,82.4,0
Q9Y6K8,O43680,78.98,67.33,0
Q86XM6,P56134,50.75,74.17,0
Q8WVM8,Q13098,85.96,85.08,0
Q96G74,P04899,65.67,94.31,0
Q96AW1,P17936,66.04,67.73,0
P29074,Q8WY91,77.3,68.62,0
Q8N5W9,Q96QD8,53.65,79.2,0
P11142,Q6FIE5,89.18,85.36,0
Q76MU0,P18858,59.9,76.87,0
Q9UPY8,Q9NPJ4,80.12,66.63,0
Q02543,Q99755,96.26,70.92,0
P02771,P30044,88.99,86.18,0
Q9Y2H0,P42677,50.17,92.78,0
P67775,P35527,94.78,66.2,0
Q12962,Q92995,69.42,77.75,0
P63244,O96013,92.07,70.75,0
Q6ZN04,A6NE52,63.06,62.78,0
Q13501,Q9UBL3,67.62,77.25,0
O95445,Q9HCU4,89.63,,0
Q15819,P14373,94.97,89.28,0
Q99750,O15169,50.71,62.3,0
Q00610,P32780,78.04,75.38,0
O75312,P62857,79.87,91.06,0
P06576,Q9H8K7,85.83,67.87,0
P08758,P18124,96.26,94.06,0
P02647,P84090,73.61,95.9,0
P40429,A5PKW4,95.92,56.4,0
P52815,Q13794,69.52,82.91,0
O15197,O43240,81.15,80.68,0
P48443,P14866,75.53,74.19,0
P60842,P35609,87.6,85.03,0
P55209,O95696,79.35,73.25,0
P60228,O95994,64.87,87.42,0
P53621,P04350,85.08,92.24,0
Q9P2K9,Q9NQX7,71.02,76.53,0
P68104,O15197,88.73,81.15,0
Q99962,Q9NUT2,86.36,78.06,0
O14775,O15182,93.82,89.55,0
Q9H0T7,Q96NT1,86.62,67,0
P61254,Q96FF9,92.33,63.51,0
Q8IZ08,Q9GZM7,67.47,86.63,0
P22532,Q9H6J7,76.66,80.72,0
Q92665,P06396,66.12,89.71,0
Q96G74,Q96MC5,65.67,74.26,0
Q96RL1,Q9BZD4,55.87,89.43,0
Q9UFN0,Q9H0E2,90.3,81.86,0
Q96AC6,P08133,63.47,94.61,0
P30281,P42568,87.72,63.87,0
Q8IWV7,Q9NPJ1,85.06,89.15,0
Q9Y4P1,P11464,86.72,86.67,0
P49368,Q13352,89.09,69.76,0
Q99750,P53041,50.71,92.95,0
P34896,Q13547,96.61,86.31,0
Q96RN5,O43374,62.5,86.55,0
Q14232,Q14761,91.87,58.35,0
Q9NZD4,Q99417,91.22,85.98,0
Q13813,O15197,76.34,81.15,0
Q8N8Q3,P30084,90.83,91.3,0
Q99750,O60341,50.71,85.13,0
P38570,Q9H8G2,80.58,63.17,0
P47897,P17028,89.74,66.7,0
Q07666,P22607,65.65,75.37,0
P13805,Q9Y6H5,74.97,52.57,0
P27694,P19404,85.41,87.47,0
P05091,O75078,95.98,79.27,0
O60234,P23246,94.45,69.4,0
Q08345,P26447,77.77,85.19,0
Q9BRR6,Q99832,91.47,89.04,0
Q8TC92,Q12929,75.47,71.15,0
P36578,P62070,87.77,88.06,0
Q13107,Q8IWE5,77.51,64.1,0
Q4V328,P00390,78.95,91.73,0
Q8N5W9,Q9H1I8,53.65,78.05,0
Q96B36,P49448,67.05,90.57,0
Q13216,O95741,91.67,87.02,0
Q12809,A0JLT2,63.81,66.4,0
P63244,P11274,92.07,65.59,0
Q9Y3U8,P48643,93.35,89.4,0
Q6T4P5,P78560,59.49,80.19,0
Q6I9S2,O60543,75.45,76.04,0
O15304,Q13085,76.63,82.76,0
O75528,Q7LDG7,75.47,77.26,0
Q8TC92,Q96QE5,75.47,81.37,0
Q13838,P84077,85.6,83.14,0
P08758,Q86YL7,96.26,58.16,0
Q13574,Q86UK7,77.99,64.25,0
P84101,P42330,81.68,96.51,0
P51665,Q9GZU1,82.92,82.39,0
Q8NE71,P23434,72.37,85.31,0
P34896,Q06830,96.61,97.19,0
P63167,Q15013,95.66,80.4,0
Q9NZ72,P41220,85.99,80.88,0
Q7Z7H8,Q14055,83.49,55.63,0
P19367,Q8TDM6,94.59,62.66,0
Q4ZIN3,Q9ULC4,65.49,97.23,0
Q13523,P11142,59.6,89.18,0
Q75LP0,Q9H7E9,,,0
Q9BYD3,Q9H832,84.14,82.49,0
P11047,Q8IYB7,76.27,83.11,0
Q16891,Q99519,75.07,89.22,0
P38936,P22061,69.96,96.2,0
P02794,Q15334,95.77,80.77,0
Q96GM8,O75807,79.16,50.27,0
Q96PU5,O15381,70.31,72.17,0
Q96QD8,Q9UK61,79.2,56.25,0
O00329,Q96A40,87.98,,0
P13747,Q9H095,87.9,72.42,0
O60383,P62820,66.52,85.64,0
Q01629,Q6EMB2,61.77,62.53,0
Q9BRR6,Q9UBW8,91.47,84.97,0
Q9H3S7,P48643,70.87,89.4,0
Q01082,P52756,77.2,63.6,0
Q9Y294,Q96EA4,85.05,74.41,0
P52797,O14798,74.13,72.46,0
Q15486,Q6IB77,50.18,95.56,0
Q9NTM9,Q9HD15,91.74,76.78,0
O00257,Q9NY93,54.71,78.22,0
Q9C0J1,P22314,87.36,92.65,0
O60318,O15525,64.75,81.46,0
Q9NQ29,Q9BZD4,67.44,89.43,0
Q9NVX7,P05091,79.91,95.98,0
Q7Z2D9,Q9HDC9,74.16,91.74,0
Q8NE71,P08758,72.37,96.26,0
O15145,Q8N129,95.23,79.55,0
P26641,Q9HCU4,86.44,,0
Q9NQ34,Q9UMS0,72.73,79.32,0
Q5QP82,O95989,70.97,87.98,0
Q8NB37,Q9H1I8,94.66,78.05,0
Q9Y4P8,P60033,77.28,87.27,0
O95897,P49593,84.16,87.65,0
Q9P1Y5,Q9BYD2,61.07,82.8,0
Q14232,Q9UK41,91.87,92.16,0
P32456,Q8N8D1,89.23,77.94,0
O75400,Q8TCE6,67.94,90.71,0
O75069,Q9UH03,61.42,82.94,0
Q9Y5U8,Q8IZ48,91.74,54.8,0
P52815,P30533,69.52,75.87,0
Q9H840,P51114,81.92,71,0
O15530,P01215,80.12,91.92,0
O75400,Q9Y6H5,67.94,52.57,0
Q6PGQ7,P63167,50.73,95.66,0
Q08345,Q07507,77.77,85.37,0
P61289,Q9UQN3,87.28,77.4,0
O15127,P05408,77.73,61.41,0
Q93052,Q8TF65,61.67,82.92,0
O60383,P50238,66.52,82.39,0
P02787,P13727,93.39,76.69,0
Q4ZIN3,P35609,65.49,85.03,0
Q13330,P49675,73.49,82.49,0
Q9BPY3,P54274,85.35,72.46,0
Q06323,Q96JG8,90.64,54.87,0
Q9BPW8,P20042,83.42,64.1,0
Q15528,Q13867,79.98,98.1,0
Q9H4K1,Q9HB58,86.75,58.86,0
P35268,Q7LDG7,84.92,77.26,0
P63244,Q9HB65,92.07,63.04,0
P41567,Q9GZM7,81.74,86.63,0
O15355,P20674,73.62,88.11,0
Q5BIV9,Q12972,54.66,68.34,0
Q8WYH8,Q9Y508,79.17,83.78,0
Q7Z7H8,Q69YU3,83.49,57.74,0
Q8N431,Q9BUT9,85.95,65.9,0
Q92597,Q3KQU3,78.6,60.52,0
P43034,Q15714,90.86,42.91,0
Q9NWW0,P17480,63.23,78.46,0
O75528,Q13200,75.47,64.29,0
Q96GM8,Q9UIM3,79.16,76.49,0
O43237,P16284,63.18,80.6,0
Q9BYD3,Q9UKM9,84.14,69.83,0
Q13574,O15209,77.99,52.71,0
Q9NRR5,Q96P50,62.56,76.48,0
Q92665,O95696,66.12,73.25,0
P23416,Q9ULJ1,84.44,81.35,0
O94772,Q9UNE7,76.58,89.79,0
P09471,Q32NB8,94.68,85.25,0
Q96RN5,Q06830,62.5,97.19,0
P63165,Q9NZM3,79.67,73.25,0
O95273,Q15910,87.1,76.6,0
P49770,P51690,86.74,93.27,0
O15169,O43768,62.3,68.6,0
P25786,P60903,91.86,91.79,0
Q8WVM8,P51665,85.96,82.92,0
Q16531,Q9UN74,91.96,74.12,0
Q9UQ03,P78537,90.53,89.52,0
Q9BSI4,Q16635,61,87.97,0
P84090,P08243,95.9,94.59,0
Q99750,O43379,50.71,61.37,0
Q9H910,Q8IZ52,61.1,85.51,0
Q9GZQ8,P20338,91.59,88.06,0
Q9NRC8,P57727,89.13,86.91,0
Q9GZU3,P20674,74.29,88.11,0
O43570,P41220,88.39,80.88,0
P29692,P50238,73.43,82.39,0
P61769,Q96B02,94.3,87.43,0
P06858,Q16143,91.21,60.12,0
Q6IAM1,P36405,73.89,93.26,0
Q9UNN8,P30519,87.1,81.24,0
P08559,Q9Y343,94.75,80.02,0
P09467,Q13352,94.37,69.76,0
O95219,Q09019,85.13,69.64,0
Q01101,Q9Y508,59.15,83.78,0
Q13561,P02768,76.83,92.64,0
Q14695,P61006,32.95,85.92,0
Q96BK5,P78560,64.61,80.19,0
Q99613,Q9UD71,71.97,66.04,0
P51693,P36405,69.72,93.26,0
P14222,Q9UNE7,91.08,89.79,0
P22392,Q9HC52,97.65,63.81,0
Q14790,P82933,81.49,82.49,0
B2RTY4,Q15038,58.99,57.87,0
Q9Y233,Q15424,84.51,54.36,0
P27816,Q9C086,43.24,66.55,0
Q9NQW7,P02545,96.96,77.47,0
P67775,P20366,94.78,67.08,0
P12429,P41220,96.34,80.88,0
Q96JG8,Q99961,54.87,83.88,0
P11309,Q9BPU6,90.33,91.22,0
Q13151,O43765,73.16,82.08,0
O75955,Q15038,82.02,57.87,0
Q9Y262,Q06609,69.07,91.59,0
O76027,P05109,90.59,93.03,0
P09471,Q8N138,94.68,94.69,0
P19256,Q8NI35,83.66,60.62,0
P49770,Q96CQ1,86.74,87.1,0
O43583,P47736,63.62,71,0
Q9NW68,P09211,62.48,98.07,0
Q9Y383,Q99496,65.26,78.4,0
P18621,O95741,91.53,87.02,0
Q8WY91,Q96AE4,68.62,64.94,0
P49593,Q99755,87.65,70.92,0
O95639,Q15181,75.83,96.01,0
Q13243,Q99685,63.4,94.05,0
P20226,P20366,78.47,67.08,0
