uidA,uidB,ConfidenceA,ConfidenceB,PPI_type,MMGBSA_1,MMGBSA_2,MMGBSA_3,MMGBSA_4,MMGBSA_5,MMGBSA_6,MMGBSA_7,MMGBSA_8,MMGBSA_9,MMGBSA_10,AVERAGE_3,AVERAGE_5,AVERAGE_10
O76003,P21695,88.49,96.15,0,-51.95,-33.52,-29.14,-27.19,-26.37,-21.89,-21.37,-20.91,-13.91,-12.09,-38.20333333,-33.634,-25.834
Q96HD1,Q14558,81.59,89.19,0,-84.19,-70.48,-64.96,-61.58,-50.57,-47.25,-42.94,-39.54,-38.29,-26.34,-73.21,-66.356,-52.614
P26641,Q9UI12,86.44,88.04,0,-51.55,-51.48,-45.43,-44.83,-43.87,-28.43,-26.77,-24.73,-23.15,-11.56,-49.48666667,-47.432,-35.18
Q13838,Q96SI1,85.6,83.29,0,-72.78,-66.66,-51.79,-47.04,-45.66,-44.92,-42.81,-41.73,-33.63,-17.74,-63.74333333,-56.786,-46.476
Q502X0,P20674,92.85,88.11,0,-43.58,-40.69,-37.48,-35.97,-34.92,-33.18,-32.61,-30.35,-28.79,-27.5,-40.58333333,-38.528,-34.507
P0CG47,Q6FIE5,93.71,85.36,0,-59.21,-56.57,-43.25,-37.32,-34.68,-33.37,-32.68,-31.65,-31.38,-31.18,-53.01,-46.206,-39.129
P39748,P48643,90.04,89.4,0,-47.65,-46.68,-46.25,-39.34,-31.82,-30.66,-18.04,-15.44,-5.15,-0.61,-46.86,-42.348,-28.164
O15239,Q86X76,97.27,88.61,0,-63.29,-55.79,-50.23,-50.21,-44.46,-39.85,-34.6,-28.89,-23.07,-23.02,-56.43666667,-52.796,-41.341
Q9BTM9,P29762,94.84,95.8,0,-45.75,-42.95,-40.15,-39.57,-36.64,-35.08,-34.7,-25.97,-23.43,-20.32,-42.95,-41.012,-34.456
Q9NY33,P09211,95.55,98.07,0,-52.59,-45.3,-42.57,-42.35,-36.65,-32.91,-26.05,-23.54,-19.31,-13.5,-46.82,-43.892,-33.477
O60493,Q03013,89.45,98.25,0,-64.43,-48.6,-45.85,-40.18,-39.35,-37.02,-34.93,-32.34,-30.62,-23.34,-52.96,-47.682,-39.666
Q9NZ72,Q15013,85.99,80.4,0,-55.82,-49.73,-48.36,-44.57,-42.81,-37.84,-34.73,-26.3,-26.22,-22.56,-51.30333333,-48.258,-38.894
Q9NQW7,Q13951,96.96,86.83,0,-43.73,-38.77,-32.4,-27.38,-27.11,-19.49,-17.64,-14.03,-7.43,1.09,-38.3,-33.878,-22.689
Q9UI12,P04181,88.04,94.23,0,-69.01,-55.95,-51.82,-51.57,-48.48,-45.66,-40.65,-39.37,-27.25,-18.06,-58.92666667,-55.366,-44.782
P68104,Q86YJ6,88.73,95.9,0,-40.22,-38.93,-38.58,-30.07,-25.85,-23.98,-22.6,-21.53,-21.02,-18.97,-39.24333333,-34.73,-28.175
O14907,P50591,91.87,82.4,0,-66.12,-54.68,-52.81,-50.26,-47.02,-46.61,-45.66,-40.94,-29.15,-24.15,-57.87,-54.178,-45.74
Q8WVM8,Q13098,85.96,85.08,0,-53.78,-46.88,-46.29,-43.95,-40.58,-27.88,-26.99,-26.37,-22.55,-16.35,-48.98333333,-46.296,-35.162
P11142,Q6FIE5,89.18,85.36,0,-53.59,-43.69,-41.85,-40.15,-35.7,-35.16,-31.75,-26.98,-23.86,-14.45,-46.37666667,-42.996,-34.718
P02771,P30044,88.99,86.18,0,-36.65,-35.07,-34.5,-33.92,-32.66,-30.83,-29.03,-21.18,-20.13,-18.53,-35.40666667,-34.56,-29.25
Q15819,P14373,94.97,89.28,0,-62.47,-54.7,-48.2,-44.55,-39.64,-37.17,-36.56,-32.37,-29.27,-27.64,-55.12333333,-49.912,-41.257
P08758,P18124,96.26,94.06,0,-69.79,-49.39,-48.62,-46.29,-44.67,-37,-34.69,-28.66,-23.81,-15.29,-55.93333333,-51.752,-39.821
O15197,O43240,81.15,80.68,0,-63.42,-62.75,-61.47,-52.17,-49.12,-40.27,-40.14,-38.07,-26.34,-20.01,-62.54666667,-57.786,-45.376
P60842,P35609,87.6,85.03,0,-48.72,-38.04,-37.96,-29.02,-28.89,-26.64,-23.43,-20.46,-13.92,-13.14,-41.57333333,-36.526,-28.022
P53621,P04350,85.08,92.24,0,-77.66,-64.5,-63.05,-46.22,-41.32,-40.53,-39.87,-31.95,-30.8,-24.52,-68.40333333,-58.55,-46.042
P68104,O15197,88.73,81.15,0,-64.96,-50.62,-42.99,-41.25,-36.14,-32.96,-26.06,-25.01,-19.01,-14.24,-52.85666667,-47.192,-35.324
O14775,O15182,93.82,89.55,0,-49.93,-45.69,-44.83,-43.4,-42.34,-28.11,-27.58,-25.41,-23.86,-12.01,-46.81666667,-45.238,-34.316
Q9UFN0,Q9H0E2,90.3,81.86,0,-71.28,-68.49,-65.29,-58.85,-50.98,-49.15,-48.95,-46.3,-43.36,-29.79,-68.35333333,-62.978,-53.244
Q8IWV7,Q9NPJ1,85.06,89.15,0,-52.33,-50.47,-50.43,-34.09,-27.27,-23.36,-11.68,-8.52,-7.58,-4.79,-51.07666667,-42.918,-27.052
Q9Y4P1,P11464,86.72,86.67,0,-68.19,-57.67,-56.8,-51.22,-46.87,-43.93,-40.98,-39.03,-33.78,-31.51,-60.88666667,-56.15,-46.998
P34896,Q13547,96.61,86.31,0,-67.36,-45.02,-39.65,-38.49,-33.19,-29.87,-25.08,-19.95,-17.85,10.98,-50.67666667,-44.742,-30.548
Q9NZD4,Q99417,91.22,85.98,0,-50.43,-47.45,-41.82,-41.53,-39.32,-36.04,-33.27,-26.9,-25.84,-20.1,-46.56666667,-44.11,-36.27
Q8N8Q3,P30084,90.83,91.3,0,-54.64,-53.04,-52.3,-44.56,-35.48,-32.75,-30.54,-20,-19.46,-17.85,-53.32666667,-48.004,-36.062
P27694,P19404,85.41,87.47,0,-87.49,-83.2,-67.12,-52.77,-40.12,-38.96,-37.62,-37.56,-35.26,-27.21,-79.27,-66.14,-50.731
Q9BRR6,Q99832,91.47,89.04,0,-67.9,-49.87,-39,-38.58,-36.67,-32.46,-28.7,-27.96,-20.56,-17.39,-52.25666667,-46.404,-35.909
P36578,P62070,87.77,88.06,0,-79.51,-50.72,-49.99,-43.75,-38.7,-37.88,-31.96,-27.55,-24.56,-11.11,-60.07333333,-52.534,-39.573
Q13216,O95741,91.67,87.02,0,-74.59,-63.05,-49.04,-47.15,-40.27,-38.7,-36.66,-34.04,-30.12,-29.57,-62.22666667,-54.82,-44.319
Q9Y3U8,P48643,93.35,89.4,0,-58.41,-56.23,-53.31,-51.24,-48.03,-41.01,-38.31,-36.7,-32.01,-29.08,-55.98333333,-53.444,-44.433
Q13838,P84077,85.6,83.14,0,-55.6,-50.95,-45.98,-44.9,-44.44,-34,-32.76,-22.9,-22.34,-18.14,-50.84333333,-48.374,-37.201
P84101,P42330,81.68,96.51,0,-54.57,-50.8,-45.51,-42.77,-41.79,-41.65,-35.96,-29.74,-26.44,-15.4,-50.29333333,-47.088,-38.463
P51665,Q9GZU1,82.92,82.39,0,-83.55,-73.59,-66.7,-61.38,-59.92,-59.11,-56.81,-56.47,-50.62,-49.33,-74.61333333,-69.028,-61.748
P34896,Q06830,96.61,97.19,0,-63.95,-54.85,-53.3,-46.27,-38.84,-36.65,-35.8,-28.23,-21.4,-20.71,-57.36666667,-51.442,-40
P63167,Q15013,95.66,80.4,0,-60.05,-55,-44.44,-42.94,-40.43,-36.49,-35.15,-34.51,-29.68,-25.67,-53.16333333,-48.572,-40.436
Q9NZ72,P41220,85.99,80.88,0,-59.33,-57.37,-54.88,-53.16,-51.02,-46.51,-43.83,-36.79,-33.07,-23.19,-57.19333333,-55.152,-45.915
Q9BYD3,Q9H832,84.14,82.49,0,-79.32,-73.71,-59.41,-50.14,-49.57,-46.54,-46.12,-45.65,-41.76,-37.07,-70.81333333,-62.43,-52.929
P02794,Q15334,95.77,80.77,0,-51.82,-50.69,-42.86,-36.51,-35.93,-32.95,-32.34,-31.8,-25.48,-22.39,-48.45666667,-43.562,-36.277
Q9BRR6,Q9UBW8,91.47,84.97,0,-58.65,-50.59,-41.3,-34.87,-32.66,-32.44,-32.22,-31.15,-30.44,-11.73,-50.18,-43.614,-35.605
Q9C0J1,P22314,87.36,92.65,0,-61.74,-54.13,-49.47,-42.45,-42.17,-41.22,-37.18,-32.61,-31.42,-29.17,-55.11333333,-49.992,-42.156
O95897,P49593,84.16,87.65,0,-62.71,-55.08,-47.59,-47.16,-38.95,-38.75,-37.72,-36.85,-32.44,-13.79,-55.12666667,-50.298,-41.104
Q14232,Q9UK41,91.87,92.16,0,-55.32,-48.06,-41.2,-40.49,-39.03,-37.21,-34.18,-34.15,-31.1,-30.58,-48.19333333,-44.82,-39.132
O15530,P01215,80.12,91.92,0,-80.28,-71.57,-62.9,-53.01,-51.49,-47.5,-46.69,-44.41,-36.13,-35.84,-71.58333333,-63.85,-52.982
P41567,Q9GZM7,81.74,86.63,0,-81.66,-63.2,-51.34,-48.78,-42.48,-37.71,-34.7,-32.56,-28.82,-25.15,-65.4,-57.492,-44.64
P23416,Q9ULJ1,84.44,81.35,0,-42.03,-40.49,-40.19,-32.43,-31.61,-31.55,-27.34,-25.01,-21.73,-13.66,-40.90333333,-37.35,-30.604
P09471,Q32NB8,94.68,85.25,0,-76.35,-70.08,-64.24,-63.05,-49.8,-44.63,-41.89,-35.43,-31.71,-31.43,-70.22333333,-64.704,-50.861
P49770,P51690,86.74,93.27,0,-77.07,-63.67,-60.36,-49.51,-47.63,-47.25,-46.96,-46.32,-42.42,-37.16,-67.03333333,-59.648,-51.835
P25786,P60903,91.86,91.79,0,-65.74,-65.67,-49.11,-41.01,-39.42,-37.31,-35.6,-34.92,-34.78,-23.87,-60.17333333,-52.19,-42.743
Q8WVM8,P51665,85.96,82.92,0,-62.04,-54.56,-48.32,-44.07,-38.32,-36.11,-34.94,-31.95,-21.19,-21.15,-54.97333333,-49.462,-39.265
Q9UQ03,P78537,90.53,89.52,0,-63.81,-63.21,-60.15,-53.51,-52.98,-51.91,-49.21,-38.24,-37.61,-21.58,-62.39,-58.732,-49.221
P84090,P08243,95.9,94.59,0,-58.94,-56.88,-49.06,-46.31,-45.66,-42.46,-36.59,-36.35,-29.54,-29.46,-54.96,-51.37,-43.125
Q9GZQ8,P20338,91.59,88.06,0,-78.2,-73.73,-53.03,-41.96,-37.74,-36.81,-32.77,-32.67,-31.04,-20.55,-68.32,-56.932,-43.85
Q9NRC8,P57727,89.13,86.91,0,-64.56,-56.73,-54.21,-44.84,-39.95,-35.71,-35.43,-32.09,-21.31,-16.91,-58.5,-52.058,-40.174
O43570,P41220,88.39,80.88,0,-77.87,-53.6,-51.18,-46.81,-42.14,-35,-33.72,-31.79,-29.02,-25.44,-60.88333333,-54.32,-42.657
P61769,Q96B02,94.3,87.43,0,-57.66,-44.26,-43.26,-39.99,-37.02,-33.65,-32.54,-32.4,-27.05,-15.31,-48.39333333,-44.438,-36.314
Q9UNN8,P30519,87.1,81.24,0,-57.95,-57.33,-51.69,-45.95,-41.44,-38.94,-37.03,-33.37,-28.72,-28.68,-55.65666667,-50.872,-42.11
P08559,Q9Y343,94.75,80.02,0,-74.93,-50.33,-49.83,-47.3,-45.78,-43.23,-41.13,-36.07,-24.3,-11.76,-58.36333333,-53.634,-42.466
P14222,Q9UNE7,91.08,89.79,0,-75.63,-57.11,-56.28,-47.42,-46.96,-41.28,-24.32,-18.52,-13.88,-1.04,-63.00666667,-56.68,-38.244
Q14790,P82933,81.49,82.49,0,-87.27,-61.48,-61.46,-37.92,-35.06,-33.3,-28.23,-25.31,-15.98,-5.26,-70.07,-56.638,-39.127
P12429,P41220,96.34,80.88,0,-46.99,-45.94,-45.69,-40.93,-29.43,-20.99,-18.49,-18.35,-16.58,-0.33,-46.20666667,-41.796,-28.372
P11309,Q9BPU6,90.33,91.22,0,-95.49,-73.84,-66.66,-56.72,-53.45,-49.42,-49.18,-43.03,-31.55,-29.02,-78.66333333,-69.232,-54.836
O76027,P05109,90.59,93.03,0,-58.85,-54.59,-52.58,-49.83,-49.66,-48.21,-41.31,-41.3,-41.12,-27.18,-55.34,-53.102,-46.463
P09471,Q8N138,94.68,94.69,0,-77.37,-68.1,-61.55,-56.37,-51.71,-51.01,-50.75,-45.12,-43.02,-36.15,-69.00666667,-63.02,-54.115
P49770,Q96CQ1,86.74,87.1,0,-75.56,-60.08,-55.48,-52.46,-51.04,-49.45,-44.06,-43.04,-42.22,-25.92,-63.70666667,-58.924,-49.931
P18621,O95741,91.53,87.02,0,-80.08,-66.45,-55.17,-52.2,-47.22,-46.91,-46.76,-44.73,-41.72,-33.75,-67.23333333,-60.224,-51.499
P35080,Q96HS1,95.56,85.85,0,-56.98,-56.69,-50.86,-46.42,-44.62,-44.34,-44.06,-44.05,-40.13,-35.28,-54.84333333,-51.114,-46.343
O60512,P57727,88.72,86.91,0,-95.12,-80.67,-64.78,-54.47,-53.58,-49.81,-49.7,-48.57,-43.58,-28.85,-80.19,-69.724,-56.913
O43252,P51965,93.56,86.98,0,-57.58,-46.99,-44.56,-43.39,-42.96,-31.86,-21.16,-18.15,-16.53,-13.28,-49.71,-47.096,-33.646
P07814,Q8NBJ7,83.43,91.34,0,-58.46,-47.65,-44.66,-37.19,-27.66,-27.45,-22.49,-18.56,-18.52,-17.99,-50.25666667,-43.124,-32.063
P47224,P19388,89.04,92.54,0,-47.5,-45.36,-33.91,-33.21,-32.13,-29.4,-29.34,-26.52,-25.04,-20.17,-42.25666667,-38.422,-32.258
P18669,P09960,94.12,96.58,0,-83.36,-53.28,-46.54,-44.16,-40.09,-38.79,-34.06,-17.22,-15.7,-8.57,-61.06,-53.486,-38.177
P35268,P12236,84.92,91.79,0,-49.22,-35.76,-34.63,-29.92,-27.93,-24.5,-24.02,-18.83,-10.12,-6.06,-39.87,-35.492,-26.099
Q96E40,P04350,80.91,92.24,0,-54.87,-53.68,-47.58,-45.11,-43.53,-41.33,-37.75,-24.78,-23.38,-20.91,-52.04333333,-48.954,-39.292
P60033,P18206,87.27,87.12,0,-69.59,-62.36,-56.53,-56.33,-50.35,-49.7,-41.42,-40.9,-37.72,-26.95,-62.82666667,-59.032,-49.185
Q14558,Q9UNI6,89.19,85.77,0,-53.35,-40.75,-39.79,-37.86,-33.46,-25.72,-23.5,-23.06,-18.87,-17.7,-44.63,-41.042,-31.406
Q8ND90,P05231,80.44,86.04,0,-56.44,-52.45,-52.21,-43.91,-37.52,-33.66,-29.24,-27.15,-15.13,-14.97,-53.7,-48.506,-36.268
P00918,P63272,97.4,96.61,0,-58.98,-37.21,-37.11,-30.09,-27.32,-22.7,-19.27,-17.79,-16.74,-9,-44.43333333,-38.142,-27.621
O43570,O15496,88.39,87.83,0,-92.02,-64.95,-58.41,-56.63,-54.04,-52.26,-50.71,-42.3,-42.04,-39.64,-71.79333333,-65.21,-55.3
O00422,P61006,87.52,85.92,0,-53.07,-52.76,-39.86,-36.63,-36.1,-35.9,-35.29,-33.09,-31,-28.26,-48.56333333,-43.684,-38.196
Q7L5D6,O60925,88.32,93.21,0,-81.53,-64.52,-52.83,-52.09,-46.75,-42.98,-39.29,-36.74,-33.86,-27.57,-66.29333333,-59.544,-47.816
P63167,P08243,95.66,94.59,0,-64.44,-53.33,-52.92,-51.82,-47.09,-44.37,-35.81,-34.73,-27.65,-27.51,-56.89666667,-53.92,-43.967
O00291,P53041,81.33,92.95,0,-58.71,-46.49,-46.18,-45.64,-44.69,-41.71,-39.38,-37.81,-37.57,-22.61,-50.46,-48.342,-42.079
Q96HD1,O43837,81.59,88.39,0,-61.35,-56.44,-46.65,-41.7,-39.75,-39.34,-38.85,-36.76,-23.29,-13.3,-54.81333333,-49.178,-39.743
P07814,Q9Y2Z9,83.43,84.22,0,-49.97,-49.94,-36.05,-33.08,-23.74,-20.52,-20.16,-19.25,-18.14,-17.91,-45.32,-38.556,-28.876
Q13084,P36575,92.75,87.12,0,-63.77,-56.31,-53.2,-51.82,-42.91,-40.76,-31.77,-30.68,-28.63,-19.62,-57.76,-53.602,-41.947
Q13838,P55212,85.6,85.26,0,-57.79,-46.15,-36.42,-33.56,-30.13,-30.12,-25.57,-10.33,-3.34,7.73,-46.78666667,-40.81,-26.568
O60896,Q15041,88.16,84.85,0,-90.51,-83.34,-75.07,-71.09,-68.1,-63.33,-63.04,-62.21,-59.12,-56.59,-82.97333333,-77.622,-69.24
P10916,Q8NCC3,83.36,93.86,0,-83.92,-51.7,-47.85,-46.3,-41.16,-39.7,-37.41,-35.29,-30.18,-28.71,-61.15666667,-54.186,-44.222
Q86TW2,O95563,83.8,89.61,0,-74.2,-68.4,-63.04,-59.01,-59,-51,-48.24,-45.73,-40.62,-38.9,-68.54666667,-64.73,-54.814
Q502X0,Q8TBC4,92.85,93.2,0,-69.28,-61.71,-47.89,-46.91,-45.52,-45.23,-44.47,-31.37,-30.01,-29.16,-59.62666667,-54.262,-45.155
Q9UI14,Q9UJX4,81.99,82.34,0,-70.83,-62.8,-61.39,-55.74,-54.41,-50.36,-49.09,-48.32,-39.78,-39.11,-65.00666667,-61.034,-53.183
Q8IWV7,Q16864,85.06,87.49,0,-49.33,-36.26,-36.12,-33.5,-30.51,-23.63,-23.33,-18.14,-14.52,-4.07,-40.57,-37.144,-26.941
Q9NVX0,P11802,81.5,88.26,0,-72.69,-71.34,-64,-53.45,-50.28,-49.26,-42.27,-41.69,-37.76,-32.48,-69.34333333,-62.352,-51.522
P61247,P63261,84.38,95.34,0,-61.59,-54.23,-51.5,-43.96,-42.23,-38.7,-34.3,-32.21,-30.82,-30.19,-55.77333333,-50.702,-41.973
Q9Y4P1,Q9UBW8,86.72,84.97,0,-63.25,-55.44,-54.61,-54.4,-46.19,-42.49,-38.94,-35.54,-33.68,-30.79,-57.76666667,-54.778,-45.533
Q3ZCQ8,P19367,80.56,94.59,0,-68.6,-64.47,-60.04,-59.13,-49.7,-34.54,-31.39,-27.46,-15.61,-15.38,-64.37,-60.388,-42.632
Q7Z7H8,O43374,83.49,86.55,0,-66.49,-66.14,-61.94,-57.61,-56.97,-55.95,-53.09,-28.31,-27.75,-26.99,-64.85666667,-61.83,-50.124
Q9H832,Q53FA7,82.49,96.97,0,-60.39,-57.89,-54.88,-49.83,-45.39,-45.01,-43.5,-41.63,-36.1,-35.98,-57.72,-53.676,-47.06
Q96QE5,Q9BYD2,81.37,82.8,0,-81.93,-56.21,-45.44,-44.84,-44.26,-40.86,-37.41,-36.97,-35.42,-32.28,-61.19333333,-54.536,-45.562
O15145,P50336,95.23,95.37,0,-47.9,-44.16,-43.53,-41.77,-40.93,-40.45,-37.03,-31.37,-21.75,-3,-45.19666667,-43.658,-35.189
Q9Y3C7,O14530,93.5,84.54,0,-55.82,-47.19,-44.57,-44.56,-43.8,-41.15,-40.47,-31.2,-27.98,-22.9,-49.19333333,-47.188,-39.964
P61026,P49888,85.99,97.2,0,-57.15,-42.57,-35.04,-33.47,-32.86,-32.77,-31.51,-27.82,-18.56,-18.43,-44.92,-40.218,-33.018
O14645,Q9BZD4,84.96,89.43,0,-76.91,-70.1,-60.7,-50.91,-49.2,-43.93,-36.87,-33.99,-32.58,-18.23,-69.23666667,-61.564,-47.342
O76071,Q53HC5,96.74,92.49,0,-64.55,-57.6,-51.92,-49.72,-34.84,-33.64,-33.19,-29.16,-23.85,-12.64,-58.02333333,-51.726,-39.111
Q9UPY8,P23434,80.12,85.31,0,-74.92,-66.27,-63.27,-55.05,-49.29,-47.07,-46.41,-42.12,-40.18,-33.12,-68.15333333,-61.76,-51.77
Q7L5D6,Q6IAM7,88.32,88.69,0,-70.07,-63.63,-63.6,-58.43,-56.24,-55.84,-54.92,-54.02,-42,-25.3,-65.76666667,-62.394,-54.405
Q9Y333,P24666,94.61,96.13,0,-57.22,-46.3,-44.27,-41.67,-38.95,-34.61,-30.91,-29.54,-27.07,-16.79,-49.26333333,-45.682,-36.733
Q9UQ53,O95571,84.34,93.23,0,-68.92,-65.96,-58.33,-56.94,-56.51,-53.09,-48.18,-45.68,-41.23,-40.26,-64.40333333,-61.332,-53.51
P40429,Q6FII1,95.92,94.52,0,-55.83,-52.28,-50.8,-49.77,-47.56,-40.96,-36.92,-36.18,-34.96,-34.55,-52.97,-51.248,-43.981
Q9P1W9,P20338,90.4,88.06,0,-72.47,-53.83,-53.81,-51.31,-50.54,-50.48,-47.65,-41.59,-30.18,-27.69,-60.03666667,-56.392,-47.955
P09960,P42356,96.58,80.11,0,-61.24,-49.42,-46.61,-46.11,-43.17,-40.65,-26.76,-25.79,-22.36,-12.31,-52.42333333,-49.31,-37.442
Q14181,P62937,85.55,98.02,0,-82.79,-54.87,-42.38,-41.77,-38.03,-32.14,-31.58,-30.01,-22.05,-12.77,-60.01333333,-51.968,-38.839
Q9NPQ8,Q9BQD7,90.53,82.65,0,-81.1,-64.32,-63.93,-50.91,-42.12,-34.57,-33.08,-32.46,-31.51,-27.41,-69.78333333,-60.476,-46.141
O60884,O95361,83.74,80.54,0,-64.89,-50.91,-49.09,-48.82,-41.68,-39.34,-39.09,-31.09,-25.26,-22.4,-54.96333333,-51.078,-41.257
P34896,Q92963,96.61,87.64,0,-77.32,-57.68,-54.32,-52.06,-43.89,-36.84,-35.83,-31.12,-25.89,-20.1,-63.10666667,-57.054,-43.505
Q9Y5X3,Q9H3H3,87.39,83.4,0,-57.42,-51.68,-50.17,-48.34,-47.07,-43.46,-35.72,-29.63,-29.29,-28.17,-53.09,-50.936,-42.095
Q13885,O95084,92.11,82.05,0,-56.79,-47.7,-45.84,-44.07,-42.05,-39.27,-36.77,-28.47,-22.88,-21.09,-50.11,-47.29,-38.493
Q15262,Q9Y508,83.41,83.78,0,-65.89,-59.65,-56.36,-52.54,-46.01,-34.61,-32.55,-31.66,-31.32,-30.52,-60.63333333,-56.09,-44.111
O43676,P50336,86.46,95.37,0,-61.83,-58.17,-50.52,-50.12,-48.23,-45.56,-45.44,-34.76,-23.66,-21.97,-56.84,-53.774,-44.026
O00422,O43688,87.52,85.85,0,-91.72,-66.3,-63.74,-59.63,-57.07,-52.9,-50.72,-45.57,-36.75,-27.28,-73.92,-67.692,-55.168
P32456,O15145,89.23,95.23,0,-45.3,-40.91,-35.53,-35.43,-29.48,-25.53,-25.2,-24.12,-19.32,-15.24,-40.58,-37.33,-29.606
Q9Y234,P62306,91.38,90.06,0,-50.27,-49.6,-48.69,-46.51,-38.31,-37.86,-37.59,-36.95,-34.19,-33.78,-49.52,-46.676,-41.375
P17174,P14555,96.44,91.4,0,-71.64,-55.77,-53.67,-49.5,-43.19,-41.66,-36.11,-30.72,-30.64,-21.44,-60.36,-54.754,-43.434
P24522,P62306,80.52,90.06,0,-46.94,-46.26,-44.17,-39.64,-33.33,-31.13,-29.89,-27.87,-23.16,-20.84,-45.79,-42.068,-34.323
Q6FIE5,Q9NPH0,85.36,91.16,0,-63.28,-44.18,-41.42,-40.01,-33.09,-31.41,-30.74,-28.6,-24.77,-22.87,-49.62666667,-44.396,-36.037
Q99584,P35219,80.85,90.53,0,-51.5,-47.73,-41.38,-38.65,-38.36,-38.04,-37.47,-36.18,-22.03,-13.38,-46.87,-43.524,-36.472
O43924,Q9UMR2,96.48,81.7,0,-60.64,-52.21,-43.97,-40.89,-37.42,-37.39,-29.35,-27.2,-25.4,-18.37,-52.27333333,-47.026,-37.284
Q9UNN8,P00505,87.1,94.75,0,-79.26,-71.87,-64.82,-57.88,-57.28,-53.57,-36.53,-35.31,-32.01,-30.85,-71.98333333,-66.222,-51.938
O15197,P34913,81.15,93.61,0,-74.31,-58.49,-51.14,-37.95,-34.98,-33.63,-32.69,-31,-25.48,-1.44,-61.31333333,-51.374,-38.111
P67775,Q6NUQ1,94.78,85.91,0,-86.21,-52.13,-50.53,-49.4,-46.09,-44.04,-42.51,-38.24,-34,-23.73,-62.95666667,-56.872,-46.688
P31689,P63146,83.35,95.34,0,-60.48,-60.14,-55.11,-50.06,-47.77,-47.16,-39.98,-36.63,-29.52,-27.27,-58.57666667,-54.712,-45.412
Q9NTK5,O43252,88.96,93.56,0,-62.36,-41.51,-36.55,-35.13,-34.41,-28.03,-27.9,-23.85,-20.47,-20.27,-46.80666667,-41.992,-33.048
P49419,Q92561,95.14,89.84,0,-58.63,-57.74,-49.09,-47.56,-47.03,-42.28,-42.27,-38.54,-37.72,-25.13,-55.15333333,-52.01,-44.599
P05388,O14678,80.63,87.54,0,-89.78,-72.62,-54.82,-54.63,-51.18,-42.88,-42.5,-39.96,-38.19,-6.62,-72.40666667,-64.606,-49.318
P11021,O95219,90.33,85.13,0,-47.25,-46.08,-44.5,-44.29,-33.7,-26.45,-24.65,-23.84,-22.25,-20.91,-45.94333333,-43.164,-33.392
Q8N357,P82932,84.28,92.6,0,-73.67,-71.58,-60.5,-57.67,-56.96,-56.63,-56.58,-52.42,-41.71,-34.88,-68.58333333,-64.076,-56.26
Q9UPT5,P20674,83.7,88.11,0,-66.94,-66.03,-59.27,-45.5,-45.04,-42.15,-37.8,-28.81,-28.78,-26.48,-64.08,-56.556,-44.68
Q92527,Q15907,85,86.09,0,-44.4,-34.15,-32.44,-31.72,-30.76,-23.31,-16.28,-12.79,-12.32,-8.99,-36.99666667,-34.694,-24.716
P60660,Q9Y333,95.37,94.61,0,-49.94,-49.02,-45.05,-41.17,-40.79,-36.76,-35.24,-35.11,-27.48,-22.84,-48.00333333,-45.194,-38.34
P62316,Q6PJ22,90.87,85.54,0,-55.3,-54.48,-50.54,-44.88,-41.26,-37.5,-32.85,-30.23,-27.99,-27.92,-53.44,-49.292,-40.295
O75380,Q9Y3F4,81.99,89.5,0,-55.04,-51.75,-50.12,-49.84,-49.04,-47.39,-44.16,-42.91,-30.23,-23.81,-52.30333333,-51.158,-44.429
P07858,Q9H4K1,91.84,86.75,0,-59.04,-56.79,-52.42,-49.82,-41.13,-40.51,-38.9,-34.48,-32.89,-27.44,-56.08333333,-51.84,-43.342
P69905,Q96CQ1,98.03,87.1,0,-53.74,-49.94,-46.98,-44.99,-44.05,-43.64,-32.73,-30.67,-30.62,-30.1,-50.22,-47.94,-40.746
Q9NPQ8,P56282,90.53,92.84,0,-55.67,-52.69,-50.05,-45.67,-44.18,-35.74,-29.45,-24.35,-23.37,-9.86,-52.80333333,-49.652,-37.103
Q9UFN0,Q93045,90.3,86.06,0,-44.92,-39.05,-37.52,-35.23,-35,-28.42,-25.98,-25.76,-24.74,-22.86,-40.49666667,-38.344,-31.948
P07900,O60341,85.47,85.13,0,-48.76,-44.07,-42.69,-40.3,-31.9,-31.27,-28.95,-28.77,-19.38,-11.33,-45.17333333,-41.544,-32.742
Q9UPT5,P62820,83.7,85.64,0,-53.51,-48.19,-43.84,-42.35,-36.75,-35.98,-32.84,-32.79,-31.39,-21.09,-48.51333333,-44.928,-37.873
P04179,P11464,93.49,86.67,0,-65.43,-62.72,-56.2,-54.29,-53.5,-49.72,-44.73,-37.7,-35.37,-22.48,-61.45,-58.428,-48.214
Q6IBM8,Q93045,89.7,86.06,0,-72.77,-64.66,-55.99,-48.76,-48.07,-36.38,-34.85,-32.81,-26.55,-25.32,-64.47333333,-58.05,-44.616
Q9HCC8,P78417,90.59,95.97,0,-56.81,-55.31,-52.27,-44.21,-42.76,-36.95,-29.26,-27.88,-23.89,-18.65,-54.79666667,-50.272,-38.799
P42773,Q14558,92.48,89.19,0,-60.27,-53.46,-50.2,-49.33,-43.17,-42.18,-32.45,-31.54,-24.94,-15.94,-54.64333333,-51.286,-40.348
P18621,Q13794,91.53,82.91,0,-58.84,-42.22,-29.13,-27.77,-26.04,-25.29,-24.4,-24.2,-14.71,-11.86,-43.39666667,-36.8,-28.446
